Country,Year,Mentions,Party,President
NORTH KOREA,1895,0,Democratic,Grover Cleveland
GUATEMALA,1895,1,Democratic,Grover Cleveland
HAITI,1895,0,Democratic,Grover Cleveland
SWITZERLAND,1895,0,Democratic,Grover Cleveland
SYRIA,1895,0,Democratic,Grover Cleveland
MOROCCO,1895,0,Democratic,Grover Cleveland
THE DOMINICAN REPUBLIC,1895,0,Democratic,Grover Cleveland
NEW ZEALAND,1895,0,Democratic,Grover Cleveland
PALESTINE,1895,0,Democratic,Grover Cleveland
BULGARIA,1895,0,Democratic,Grover Cleveland
IRELAND,1895,0,Democratic,Grover Cleveland
BOSNIA,1895,0,Democratic,Grover Cleveland
ARMENIA,1895,1,Democratic,Grover Cleveland
EL SALVADOR,1895,0,Democratic,Grover Cleveland
INDONESIA,1895,0,Democratic,Grover Cleveland
KOSOVO,1895,0,Democratic,Grover Cleveland
LAOS,1895,0,Democratic,Grover Cleveland
NIGERIA,1895,0,Democratic,Grover Cleveland
YEMEN,1895,0,Democratic,Grover Cleveland
CZECHOSLOVAKIA,1895,0,Democratic,Grover Cleveland
NORTHERN IRELAND,1895,0,Democratic,Grover Cleveland
SOMALIA,1895,0,Democratic,Grover Cleveland
URUGUAY,1895,0,Democratic,Grover Cleveland
CAMBODIA,1895,0,Democratic,Grover Cleveland
SAUDI ARABIA,1895,0,Democratic,Grover Cleveland
SOUTH AFRICA,1895,0,Democratic,Grover Cleveland
YUGOSLAVIA,1895,0,Democratic,Grover Cleveland
FINLAND,1895,0,Democratic,Grover Cleveland
THAILAND,1895,0,Democratic,Grover Cleveland
JORDAN,1895,0,Democratic,Grover Cleveland
KUWAIT,1895,0,Democratic,Grover Cleveland
LITHUANIA,1895,0,Democratic,Grover Cleveland
SUDAN,1895,0,Democratic,Grover Cleveland
TAIWAN,1895,0,Democratic,Grover Cleveland
USA,1896,42,Democratic,Grover Cleveland
MEXICO,1896,0,Democratic,Grover Cleveland
GREAT BRITAIN,1896,5,Democratic,Grover Cleveland
SPAIN,1896,28,Democratic,Grover Cleveland
FRANCE,1896,0,Democratic,Grover Cleveland
CHINA,1896,0,Democratic,Grover Cleveland
CUBA,1896,12,Democratic,Grover Cleveland
USSR/RUSSIA,1896,1,Democratic,Grover Cleveland
JAPAN,1896,2,Democratic,Grover Cleveland
GERMANY,1896,1,Democratic,Grover Cleveland
SOUTH KOREA,1896,0,Democratic,Grover Cleveland
UK,1896,0,Democratic,Grover Cleveland
IRAQ,1896,0,Democratic,Grover Cleveland
PHILIPPINES,1896,0,Democratic,Grover Cleveland
NICARAGUA,1896,0,Democratic,Grover Cleveland
AFGHANISTAN,1896,0,Democratic,Grover Cleveland
CANADA,1896,0,Democratic,Grover Cleveland
BRAZIL,1896,0,Democratic,Grover Cleveland
VENEZUELA,1896,2,Democratic,Grover Cleveland
IRAN,1896,0,Democratic,Grover Cleveland
TURKEY,1896,5,Democratic,Grover Cleveland
PERU,1896,0,Democratic,Grover Cleveland
VIETNAM,1896,0,Democratic,Grover Cleveland
PANAMA,1896,0,Democratic,Grover Cleveland
ITALY,1896,1,Democratic,Grover Cleveland
PORTUGAL,1896,1,Democratic,Grover Cleveland
CHILE,1896,0,Democratic,Grover Cleveland
AUSTRIA,1896,0,Democratic,Grover Cleveland
COLOMBIA,1896,0,Democratic,Grover Cleveland
NETHERLANDS,1896,0,Democratic,Grover Cleveland
DENMARK,1896,0,Democratic,Grover Cleveland
ISRAEL,1896,0,Democratic,Grover Cleveland
EGYPT,1896,0,Democratic,Grover Cleveland
BELGIUM,1896,0,Democratic,Grover Cleveland
SWEDEN,1896,1,Democratic,Grover Cleveland
COSTA RICA,1896,0,Democratic,Grover Cleveland
ARGENTINA,1896,0,Democratic,Grover Cleveland
LIBERIA,1896,0,Democratic,Grover Cleveland
GREECE,1896,0,Democratic,Grover Cleveland
POLAND,1896,0,Democratic,Grover Cleveland
BOLIVIA,1896,0,Democratic,Grover Cleveland
HONDURAS,1896,0,Democratic,Grover Cleveland
INDIA,1896,0,Democratic,Grover Cleveland
GENEVA,1896,0,Democratic,Grover Cleveland
ECUADOR,1896,0,Democratic,Grover Cleveland
PAKISTAN,1896,0,Democratic,Grover Cleveland
THE WEST INDIES,1896,0,Democratic,Grover Cleveland
LIBYA,1896,0,Democratic,Grover Cleveland
NORWAY,1896,0,Democratic,Grover Cleveland
PRUSSIA,1896,0,Democratic,Grover Cleveland
AUSTRALIA,1896,0,Democratic,Grover Cleveland
UKRAINE,1896,0,Democratic,Grover Cleveland
HUNGARY,1896,0,Democratic,Grover Cleveland
LEBANON,1896,0,Democratic,Grover Cleveland
NORTH KOREA,1896,0,Democratic,Grover Cleveland
GUATEMALA,1896,0,Democratic,Grover Cleveland
HAITI,1896,0,Democratic,Grover Cleveland
SWITZERLAND,1896,0,Democratic,Grover Cleveland
SYRIA,1896,0,Democratic,Grover Cleveland
MOROCCO,1896,0,Democratic,Grover Cleveland
THE DOMINICAN REPUBLIC,1896,0,Democratic,Grover Cleveland
NEW ZEALAND,1896,0,Democratic,Grover Cleveland
PALESTINE,1896,0,Democratic,Grover Cleveland
BULGARIA,1896,0,Democratic,Grover Cleveland
IRELAND,1896,1,Democratic,Grover Cleveland
BOSNIA,1896,0,Democratic,Grover Cleveland
ARMENIA,1896,0,Democratic,Grover Cleveland
EL SALVADOR,1896,0,Democratic,Grover Cleveland
INDONESIA,1896,0,Democratic,Grover Cleveland
KOSOVO,1896,0,Democratic,Grover Cleveland
LAOS,1896,0,Democratic,Grover Cleveland
NIGERIA,1896,0,Democratic,Grover Cleveland
YEMEN,1896,0,Democratic,Grover Cleveland
CZECHOSLOVAKIA,1896,0,Democratic,Grover Cleveland
NORTHERN IRELAND,1896,0,Democratic,Grover Cleveland
SOMALIA,1896,0,Democratic,Grover Cleveland
URUGUAY,1896,0,Democratic,Grover Cleveland
CAMBODIA,1896,0,Democratic,Grover Cleveland
SAUDI ARABIA,1896,0,Democratic,Grover Cleveland
SOUTH AFRICA,1896,0,Democratic,Grover Cleveland
YUGOSLAVIA,1896,0,Democratic,Grover Cleveland
FINLAND,1896,0,Democratic,Grover Cleveland
THAILAND,1896,0,Democratic,Grover Cleveland
JORDAN,1896,0,Democratic,Grover Cleveland
KUWAIT,1896,0,Democratic,Grover Cleveland
LITHUANIA,1896,0,Democratic,Grover Cleveland
SUDAN,1896,0,Democratic,Grover Cleveland
TAIWAN,1896,0,Democratic,Grover Cleveland
USA,1897,48,Republican,William Mc Kinley
MEXICO,1897,0,Republican,William Mc Kinley
GREAT BRITAIN,1897,1,Republican,William Mc Kinley
SPAIN,1897,31,Republican,William Mc Kinley
FRANCE,1897,3,Republican,William Mc Kinley
CHINA,1897,0,Republican,William Mc Kinley
CUBA,1897,27,Republican,William Mc Kinley
USSR/RUSSIA,1897,1,Republican,William Mc Kinley
JAPAN,1897,3,Republican,William Mc Kinley
GERMANY,1897,0,Republican,William Mc Kinley
SOUTH KOREA,1897,0,Republican,William Mc Kinley
UK,1897,2,Republican,William Mc Kinley
IRAQ,1897,0,Republican,William Mc Kinley
PHILIPPINES,1897,0,Republican,William Mc Kinley
NICARAGUA,1897,0,Republican,William Mc Kinley
AFGHANISTAN,1897,0,Republican,William Mc Kinley
CANADA,1897,1,Republican,William Mc Kinley
BRAZIL,1897,0,Republican,William Mc Kinley
VENEZUELA,1897,0,Republican,William Mc Kinley
IRAN,1897,0,Republican,William Mc Kinley
TURKEY,1897,0,Republican,William Mc Kinley
PERU,1897,0,Republican,William Mc Kinley
VIETNAM,1897,0,Republican,William Mc Kinley
PANAMA,1897,0,Republican,William Mc Kinley
ITALY,1897,0,Republican,William Mc Kinley
PORTUGAL,1897,0,Republican,William Mc Kinley
CHILE,1897,0,Republican,William Mc Kinley
AUSTRIA,1897,0,Republican,William Mc Kinley
COLOMBIA,1897,0,Republican,William Mc Kinley
NETHERLANDS,1897,0,Republican,William Mc Kinley
DENMARK,1897,0,Republican,William Mc Kinley
ISRAEL,1897,0,Republican,William Mc Kinley
EGYPT,1897,0,Republican,William Mc Kinley
BELGIUM,1897,0,Republican,William Mc Kinley
SWEDEN,1897,0,Republican,William Mc Kinley
COSTA RICA,1897,3,Republican,William Mc Kinley
ARGENTINA,1897,0,Republican,William Mc Kinley
LIBERIA,1897,0,Republican,William Mc Kinley
GREECE,1897,0,Republican,William Mc Kinley
POLAND,1897,0,Republican,William Mc Kinley
BOLIVIA,1897,0,Republican,William Mc Kinley
HONDURAS,1897,3,Republican,William Mc Kinley
INDIA,1897,0,Republican,William Mc Kinley
GENEVA,1897,0,Republican,William Mc Kinley
ECUADOR,1897,0,Republican,William Mc Kinley
PAKISTAN,1897,0,Republican,William Mc Kinley
THE WEST INDIES,1897,0,Republican,William Mc Kinley
LIBYA,1897,0,Republican,William Mc Kinley
NORWAY,1897,0,Republican,William Mc Kinley
PRUSSIA,1897,0,Republican,William Mc Kinley
AUSTRALIA,1897,0,Republican,William Mc Kinley
UKRAINE,1897,0,Republican,William Mc Kinley
HUNGARY,1897,0,Republican,William Mc Kinley
LEBANON,1897,0,Republican,William Mc Kinley
NORTH KOREA,1897,0,Republican,William Mc Kinley
GUATEMALA,1897,0,Republican,William Mc Kinley
HAITI,1897,0,Republican,William Mc Kinley
SWITZERLAND,1897,0,Republican,William Mc Kinley
SYRIA,1897,0,Republican,William Mc Kinley
MOROCCO,1897,0,Republican,William Mc Kinley
THE DOMINICAN REPUBLIC,1897,0,Republican,William Mc Kinley
NEW ZEALAND,1897,0,Republican,William Mc Kinley
PALESTINE,1897,0,Republican,William Mc Kinley
BULGARIA,1897,0,Republican,William Mc Kinley
IRELAND,1897,0,Republican,William Mc Kinley
BOSNIA,1897,0,Republican,William Mc Kinley
ARMENIA,1897,0,Republican,William Mc Kinley
EL SALVADOR,1897,0,Republican,William Mc Kinley
INDONESIA,1897,0,Republican,William Mc Kinley
KOSOVO,1897,0,Republican,William Mc Kinley
LAOS,1897,0,Republican,William Mc Kinley
NIGERIA,1897,0,Republican,William Mc Kinley
YEMEN,1897,0,Republican,William Mc Kinley
CZECHOSLOVAKIA,1897,0,Republican,William Mc Kinley
NORTHERN IRELAND,1897,0,Republican,William Mc Kinley
SOMALIA,1897,0,Republican,William Mc Kinley
URUGUAY,1897,0,Republican,William Mc Kinley
CAMBODIA,1897,0,Republican,William Mc Kinley
SAUDI ARABIA,1897,0,Republican,William Mc Kinley
SOUTH AFRICA,1897,0,Republican,William Mc Kinley
YUGOSLAVIA,1897,0,Republican,William Mc Kinley
FINLAND,1897,0,Republican,William Mc Kinley
THAILAND,1897,0,Republican,William Mc Kinley
JORDAN,1897,0,Republican,William Mc Kinley
KUWAIT,1897,0,Republican,William Mc Kinley
LITHUANIA,1897,0,Republican,William Mc Kinley
SUDAN,1897,0,Republican,William Mc Kinley
TAIWAN,1897,0,Republican,William Mc Kinley
USA,1898,95,Republican,William Mc Kinley
MEXICO,1898,5,Republican,William Mc Kinley
GREAT BRITAIN,1898,5,Republican,William Mc Kinley
SPAIN,1898,33,Republican,William Mc Kinley
FRANCE,1898,8,Republican,William Mc Kinley
CHINA,1898,5,Republican,William Mc Kinley
CUBA,1898,44,Republican,William Mc Kinley
USSR/RUSSIA,1898,1,Republican,William Mc Kinley
JAPAN,1898,3,Republican,William Mc Kinley
GERMANY,1898,6,Republican,William Mc Kinley
SOUTH KOREA,1898,0,Republican,William Mc Kinley
UK,1898,0,Republican,William Mc Kinley
IRAQ,1898,0,Republican,William Mc Kinley
PHILIPPINES,1898,14,Republican,William Mc Kinley
NICARAGUA,1898,3,Republican,William Mc Kinley
AFGHANISTAN,1898,0,Republican,William Mc Kinley
CANADA,1898,1,Republican,William Mc Kinley
BRAZIL,1898,2,Republican,William Mc Kinley
VENEZUELA,1898,3,Republican,William Mc Kinley
IRAN,1898,0,Republican,William Mc Kinley
TURKEY,1898,3,Republican,William Mc Kinley
PERU,1898,2,Republican,William Mc Kinley
VIETNAM,1898,0,Republican,William Mc Kinley
PANAMA,1898,0,Republican,William Mc Kinley
ITALY,1898,3,Republican,William Mc Kinley
PORTUGAL,1898,0,Republican,William Mc Kinley
CHILE,1898,1,Republican,William Mc Kinley
AUSTRIA,1898,2,Republican,William Mc Kinley
COLOMBIA,1898,3,Republican,William Mc Kinley
NETHERLANDS,1898,1,Republican,William Mc Kinley
DENMARK,1898,0,Republican,William Mc Kinley
ISRAEL,1898,0,Republican,William Mc Kinley
EGYPT,1898,0,Republican,William Mc Kinley
BELGIUM,1898,0,Republican,William Mc Kinley
SWEDEN,1898,0,Republican,William Mc Kinley
COSTA RICA,1898,6,Republican,William Mc Kinley
ARGENTINA,1898,2,Republican,William Mc Kinley
LIBERIA,1898,0,Republican,William Mc Kinley
GREECE,1898,1,Republican,William Mc Kinley
POLAND,1898,0,Republican,William Mc Kinley
BOLIVIA,1898,0,Republican,William Mc Kinley
HONDURAS,1898,0,Republican,William Mc Kinley
INDIA,1898,0,Republican,William Mc Kinley
GENEVA,1898,1,Republican,William Mc Kinley
ECUADOR,1898,0,Republican,William Mc Kinley
PAKISTAN,1898,0,Republican,William Mc Kinley
THE WEST INDIES,1898,2,Republican,William Mc Kinley
LIBYA,1898,0,Republican,William Mc Kinley
NORWAY,1898,0,Republican,William Mc Kinley
PRUSSIA,1898,0,Republican,William Mc Kinley
AUSTRALIA,1898,0,Republican,William Mc Kinley
UKRAINE,1898,0,Republican,William Mc Kinley
HUNGARY,1898,0,Republican,William Mc Kinley
LEBANON,1898,0,Republican,William Mc Kinley
NORTH KOREA,1898,0,Republican,William Mc Kinley
GUATEMALA,1898,0,Republican,William Mc Kinley
HAITI,1898,1,Republican,William Mc Kinley
SWITZERLAND,1898,2,Republican,William Mc Kinley
SYRIA,1898,0,Republican,William Mc Kinley
MOROCCO,1898,0,Republican,William Mc Kinley
THE DOMINICAN REPUBLIC,1898,1,Republican,William Mc Kinley
NEW ZEALAND,1898,0,Republican,William Mc Kinley
PALESTINE,1898,0,Republican,William Mc Kinley
BULGARIA,1898,0,Republican,William Mc Kinley
IRELAND,1898,0,Republican,William Mc Kinley
BOSNIA,1898,0,Republican,William Mc Kinley
ARMENIA,1898,0,Republican,William Mc Kinley
EL SALVADOR,1898,0,Republican,William Mc Kinley
INDONESIA,1898,0,Republican,William Mc Kinley
KOSOVO,1898,0,Republican,William Mc Kinley
LAOS,1898,0,Republican,William Mc Kinley
NIGERIA,1898,0,Republican,William Mc Kinley
YEMEN,1898,0,Republican,William Mc Kinley
CZECHOSLOVAKIA,1898,0,Republican,William Mc Kinley
NORTHERN IRELAND,1898,0,Republican,William Mc Kinley
SOMALIA,1898,0,Republican,William Mc Kinley
URUGUAY,1898,2,Republican,William Mc Kinley
CAMBODIA,1898,0,Republican,William Mc Kinley
SAUDI ARABIA,1898,0,Republican,William Mc Kinley
SOUTH AFRICA,1898,0,Republican,William Mc Kinley
YUGOSLAVIA,1898,0,Republican,William Mc Kinley
FINLAND,1898,0,Republican,William Mc Kinley
THAILAND,1898,0,Republican,William Mc Kinley
JORDAN,1898,0,Republican,William Mc Kinley
KUWAIT,1898,0,Republican,William Mc Kinley
LITHUANIA,1898,0,Republican,William Mc Kinley
SUDAN,1898,0,Republican,William Mc Kinley
TAIWAN,1898,0,Republican,William Mc Kinley
USA,1899,82,Republican,William Mc Kinley
MEXICO,1899,7,Republican,William Mc Kinley
GREAT BRITAIN,1899,8,Republican,William Mc Kinley
SPAIN,1899,8,Republican,William Mc Kinley
FRANCE,1899,9,Republican,William Mc Kinley
CHINA,1899,5,Republican,William Mc Kinley
CUBA,1899,22,Republican,William Mc Kinley
USSR/RUSSIA,1899,4,Republican,William Mc Kinley
JAPAN,1899,5,Republican,William Mc Kinley
GERMANY,1899,8,Republican,William Mc Kinley
SOUTH KOREA,1899,0,Republican,William Mc Kinley
UK,1899,2,Republican,William Mc Kinley
IRAQ,1899,0,Republican,William Mc Kinley
PHILIPPINES,1899,15,Republican,William Mc Kinley
NICARAGUA,1899,7,Republican,William Mc Kinley
AFGHANISTAN,1899,0,Republican,William Mc Kinley
CANADA,1899,2,Republican,William Mc Kinley
BRAZIL,1899,1,Republican,William Mc Kinley
VENEZUELA,1899,4,Republican,William Mc Kinley
IRAN,1899,0,Republican,William Mc Kinley
TURKEY,1899,4,Republican,William Mc Kinley
PERU,1899,1,Republican,William Mc Kinley
VIETNAM,1899,0,Republican,William Mc Kinley
PANAMA,1899,0,Republican,William Mc Kinley
ITALY,1899,4,Republican,William Mc Kinley
PORTUGAL,1899,0,Republican,William Mc Kinley
CHILE,1899,3,Republican,William Mc Kinley
AUSTRIA,1899,0,Republican,William Mc Kinley
COLOMBIA,1899,2,Republican,William Mc Kinley
NETHERLANDS,1899,0,Republican,William Mc Kinley
DENMARK,1899,1,Republican,William Mc Kinley
ISRAEL,1899,0,Republican,William Mc Kinley
EGYPT,1899,0,Republican,William Mc Kinley
BELGIUM,1899,1,Republican,William Mc Kinley
SWEDEN,1899,0,Republican,William Mc Kinley
COSTA RICA,1899,0,Republican,William Mc Kinley
ARGENTINA,1899,2,Republican,William Mc Kinley
LIBERIA,1899,0,Republican,William Mc Kinley
GREECE,1899,0,Republican,William Mc Kinley
POLAND,1899,0,Republican,William Mc Kinley
BOLIVIA,1899,2,Republican,William Mc Kinley
HONDURAS,1899,1,Republican,William Mc Kinley
INDIA,1899,0,Republican,William Mc Kinley
GENEVA,1899,0,Republican,William Mc Kinley
ECUADOR,1899,0,Republican,William Mc Kinley
PAKISTAN,1899,0,Republican,William Mc Kinley
THE WEST INDIES,1899,0,Republican,William Mc Kinley
LIBYA,1899,0,Republican,William Mc Kinley
NORWAY,1899,0,Republican,William Mc Kinley
PRUSSIA,1899,1,Republican,William Mc Kinley
AUSTRALIA,1899,0,Republican,William Mc Kinley
UKRAINE,1899,0,Republican,William Mc Kinley
HUNGARY,1899,0,Republican,William Mc Kinley
LEBANON,1899,0,Republican,William Mc Kinley
NORTH KOREA,1899,0,Republican,William Mc Kinley
GUATEMALA,1899,0,Republican,William Mc Kinley
HAITI,1899,0,Republican,William Mc Kinley
SWITZERLAND,1899,0,Republican,William Mc Kinley
SYRIA,1899,0,Republican,William Mc Kinley
MOROCCO,1899,0,Republican,William Mc Kinley
THE DOMINICAN REPUBLIC,1899,0,Republican,William Mc Kinley
NEW ZEALAND,1899,0,Republican,William Mc Kinley
PALESTINE,1899,0,Republican,William Mc Kinley
BULGARIA,1899,0,Republican,William Mc Kinley
IRELAND,1899,0,Republican,William Mc Kinley
BOSNIA,1899,0,Republican,William Mc Kinley
ARMENIA,1899,0,Republican,William Mc Kinley
EL SALVADOR,1899,0,Republican,William Mc Kinley
INDONESIA,1899,0,Republican,William Mc Kinley
KOSOVO,1899,0,Republican,William Mc Kinley
LAOS,1899,0,Republican,William Mc Kinley
NIGERIA,1899,0,Republican,William Mc Kinley
YEMEN,1899,0,Republican,William Mc Kinley
CZECHOSLOVAKIA,1899,0,Republican,William Mc Kinley
NORTHERN IRELAND,1899,0,Republican,William Mc Kinley
SOMALIA,1899,0,Republican,William Mc Kinley
URUGUAY,1899,0,Republican,William Mc Kinley
CAMBODIA,1899,0,Republican,William Mc Kinley
SAUDI ARABIA,1899,0,Republican,William Mc Kinley
SOUTH AFRICA,1899,0,Republican,William Mc Kinley
YUGOSLAVIA,1899,0,Republican,William Mc Kinley
FINLAND,1899,0,Republican,William Mc Kinley
THAILAND,1899,0,Republican,William Mc Kinley
JORDAN,1899,0,Republican,William Mc Kinley
KUWAIT,1899,0,Republican,William Mc Kinley
LITHUANIA,1899,0,Republican,William Mc Kinley
SUDAN,1899,0,Republican,William Mc Kinley
TAIWAN,1899,0,Republican,William Mc Kinley
USA,1900,59,Republican,William Mc Kinley
MEXICO,1900,4,Republican,William Mc Kinley
GREAT BRITAIN,1900,5,Republican,William Mc Kinley
SPAIN,1900,11,Republican,William Mc Kinley
FRANCE,1900,9,Republican,William Mc Kinley
CHINA,1900,35,Republican,William Mc Kinley
CUBA,1900,14,Republican,William Mc Kinley
USSR/RUSSIA,1900,2,Republican,William Mc Kinley
JAPAN,1900,4,Republican,William Mc Kinley
GERMANY,1900,5,Republican,William Mc Kinley
SOUTH KOREA,1900,0,Republican,William Mc Kinley
UK,1900,1,Republican,William Mc Kinley
IRAQ,1900,0,Republican,William Mc Kinley
PHILIPPINES,1900,16,Republican,William Mc Kinley
NICARAGUA,1900,3,Republican,William Mc Kinley
AFGHANISTAN,1900,0,Republican,William Mc Kinley
CANADA,1900,0,Republican,William Mc Kinley
BRAZIL,1900,2,Republican,William Mc Kinley
VENEZUELA,1900,0,Republican,William Mc Kinley
IRAN,1900,0,Republican,William Mc Kinley
TURKEY,1900,0,Republican,William Mc Kinley
PERU,1900,1,Republican,William Mc Kinley
VIETNAM,1900,0,Republican,William Mc Kinley
PANAMA,1900,0,Republican,William Mc Kinley
ITALY,1900,3,Republican,William Mc Kinley
PORTUGAL,1900,3,Republican,William Mc Kinley
CHILE,1900,0,Republican,William Mc Kinley
AUSTRIA,1900,0,Republican,William Mc Kinley
COLOMBIA,1900,1,Republican,William Mc Kinley
NETHERLANDS,1900,0,Republican,William Mc Kinley
DENMARK,1900,2,Republican,William Mc Kinley
ISRAEL,1900,0,Republican,William Mc Kinley
EGYPT,1900,0,Republican,William Mc Kinley
BELGIUM,1900,1,Republican,William Mc Kinley
SWEDEN,1900,1,Republican,William Mc Kinley
COSTA RICA,1900,1,Republican,William Mc Kinley
ARGENTINA,1900,1,Republican,William Mc Kinley
LIBERIA,1900,0,Republican,William Mc Kinley
GREECE,1900,0,Republican,William Mc Kinley
POLAND,1900,0,Republican,William Mc Kinley
BOLIVIA,1900,2,Republican,William Mc Kinley
HONDURAS,1900,0,Republican,William Mc Kinley
INDIA,1900,0,Republican,William Mc Kinley
GENEVA,1900,0,Republican,William Mc Kinley
ECUADOR,1900,1,Republican,William Mc Kinley
PAKISTAN,1900,0,Republican,William Mc Kinley
THE WEST INDIES,1900,0,Republican,William Mc Kinley
LIBYA,1900,0,Republican,William Mc Kinley
NORWAY,1900,2,Republican,William Mc Kinley
PRUSSIA,1900,1,Republican,William Mc Kinley
AUSTRALIA,1900,0,Republican,William Mc Kinley
UKRAINE,1900,0,Republican,William Mc Kinley
HUNGARY,1900,0,Republican,William Mc Kinley
LEBANON,1900,0,Republican,William Mc Kinley
NORTH KOREA,1900,0,Republican,William Mc Kinley
GUATEMALA,1900,1,Republican,William Mc Kinley
HAITI,1900,1,Republican,William Mc Kinley
SWITZERLAND,1900,0,Republican,William Mc Kinley
SYRIA,1900,0,Republican,William Mc Kinley
MOROCCO,1900,0,Republican,William Mc Kinley
THE DOMINICAN REPUBLIC,1900,2,Republican,William Mc Kinley
NEW ZEALAND,1900,0,Republican,William Mc Kinley
PALESTINE,1900,0,Republican,William Mc Kinley
BULGARIA,1900,0,Republican,William Mc Kinley
IRELAND,1900,0,Republican,William Mc Kinley
BOSNIA,1900,0,Republican,William Mc Kinley
ARMENIA,1900,1,Republican,William Mc Kinley
EL SALVADOR,1900,0,Republican,William Mc Kinley
INDONESIA,1900,0,Republican,William Mc Kinley
KOSOVO,1900,0,Republican,William Mc Kinley
LAOS,1900,0,Republican,William Mc Kinley
NIGERIA,1900,0,Republican,William Mc Kinley
YEMEN,1900,0,Republican,William Mc Kinley
CZECHOSLOVAKIA,1900,0,Republican,William Mc Kinley
NORTHERN IRELAND,1900,0,Republican,William Mc Kinley
SOMALIA,1900,0,Republican,William Mc Kinley
URUGUAY,1900,0,Republican,William Mc Kinley
CAMBODIA,1900,0,Republican,William Mc Kinley
SAUDI ARABIA,1900,0,Republican,William Mc Kinley
SOUTH AFRICA,1900,1,Republican,William Mc Kinley
YUGOSLAVIA,1900,0,Republican,William Mc Kinley
FINLAND,1900,0,Republican,William Mc Kinley
THAILAND,1900,0,Republican,William Mc Kinley
JORDAN,1900,0,Republican,William Mc Kinley
KUWAIT,1900,0,Republican,William Mc Kinley
LITHUANIA,1900,0,Republican,William Mc Kinley
SUDAN,1900,0,Republican,William Mc Kinley
TAIWAN,1900,0,Republican,William Mc Kinley
USA,1901,36,Republican,Theodore Roosevelt
MEXICO,1901,5,Republican,Theodore Roosevelt
GREAT BRITAIN,1901,1,Republican,Theodore Roosevelt
SPAIN,1901,2,Republican,Theodore Roosevelt
FRANCE,1901,0,Republican,Theodore Roosevelt
CHINA,1901,16,Republican,Theodore Roosevelt
CUBA,1901,7,Republican,Theodore Roosevelt
USSR/RUSSIA,1901,0,Republican,Theodore Roosevelt
JAPAN,1901,0,Republican,Theodore Roosevelt
GERMANY,1901,2,Republican,Theodore Roosevelt
SOUTH KOREA,1901,0,Republican,Theodore Roosevelt
UK,1901,0,Republican,Theodore Roosevelt
IRAQ,1901,0,Republican,Theodore Roosevelt
PHILIPPINES,1901,16,Republican,Theodore Roosevelt
NICARAGUA,1901,0,Republican,Theodore Roosevelt
AFGHANISTAN,1901,0,Republican,Theodore Roosevelt
CANADA,1901,0,Republican,Theodore Roosevelt
BRAZIL,1901,0,Republican,Theodore Roosevelt
VENEZUELA,1901,0,Republican,Theodore Roosevelt
IRAN,1901,0,Republican,Theodore Roosevelt
TURKEY,1901,0,Republican,Theodore Roosevelt
PERU,1901,0,Republican,Theodore Roosevelt
VIETNAM,1901,0,Republican,Theodore Roosevelt
PANAMA,1901,0,Republican,Theodore Roosevelt
ITALY,1901,1,Republican,Theodore Roosevelt
PORTUGAL,1901,0,Republican,Theodore Roosevelt
CHILE,1901,0,Republican,Theodore Roosevelt
AUSTRIA,1901,0,Republican,Theodore Roosevelt
COLOMBIA,1901,0,Republican,Theodore Roosevelt
NETHERLANDS,1901,0,Republican,Theodore Roosevelt
DENMARK,1901,0,Republican,Theodore Roosevelt
ISRAEL,1901,0,Republican,Theodore Roosevelt
EGYPT,1901,0,Republican,Theodore Roosevelt
BELGIUM,1901,0,Republican,Theodore Roosevelt
SWEDEN,1901,0,Republican,Theodore Roosevelt
COSTA RICA,1901,0,Republican,Theodore Roosevelt
ARGENTINA,1901,0,Republican,Theodore Roosevelt
LIBERIA,1901,0,Republican,Theodore Roosevelt
GREECE,1901,0,Republican,Theodore Roosevelt
POLAND,1901,0,Republican,Theodore Roosevelt
BOLIVIA,1901,0,Republican,Theodore Roosevelt
HONDURAS,1901,0,Republican,Theodore Roosevelt
INDIA,1901,0,Republican,Theodore Roosevelt
GENEVA,1901,0,Republican,Theodore Roosevelt
ECUADOR,1901,0,Republican,Theodore Roosevelt
PAKISTAN,1901,0,Republican,Theodore Roosevelt
THE WEST INDIES,1901,1,Republican,Theodore Roosevelt
LIBYA,1901,0,Republican,Theodore Roosevelt
NORWAY,1901,0,Republican,Theodore Roosevelt
PRUSSIA,1901,0,Republican,Theodore Roosevelt
AUSTRALIA,1901,0,Republican,Theodore Roosevelt
UKRAINE,1901,0,Republican,Theodore Roosevelt
HUNGARY,1901,0,Republican,Theodore Roosevelt
LEBANON,1901,0,Republican,Theodore Roosevelt
NORTH KOREA,1901,0,Republican,Theodore Roosevelt
GUATEMALA,1901,0,Republican,Theodore Roosevelt
HAITI,1901,0,Republican,Theodore Roosevelt
SWITZERLAND,1901,0,Republican,Theodore Roosevelt
SYRIA,1901,0,Republican,Theodore Roosevelt
MOROCCO,1901,0,Republican,Theodore Roosevelt
THE DOMINICAN REPUBLIC,1901,0,Republican,Theodore Roosevelt
NEW ZEALAND,1901,0,Republican,Theodore Roosevelt
PALESTINE,1901,0,Republican,Theodore Roosevelt
BULGARIA,1901,0,Republican,Theodore Roosevelt
IRELAND,1901,0,Republican,Theodore Roosevelt
BOSNIA,1901,0,Republican,Theodore Roosevelt
ARMENIA,1901,0,Republican,Theodore Roosevelt
EL SALVADOR,1901,0,Republican,Theodore Roosevelt
