Country,Year,Mentions,Party,President
Saudi Arabia,1894,0,Democratic,Grover Cleveland
South Africa,1894,0,Democratic,Grover Cleveland
Yugoslavia,1894,0,Democratic,Grover Cleveland
Finland,1894,0,Democratic,Grover Cleveland
Thailand,1894,0,Democratic,Grover Cleveland
Jordan,1894,0,Democratic,Grover Cleveland
Kuwait,1894,0,Democratic,Grover Cleveland
Lithuania,1894,0,Democratic,Grover Cleveland
Sudan,1894,0,Democratic,Grover Cleveland
Taiwan,1894,0,Democratic,Grover Cleveland
United States of America,1895,57,Democratic,Grover Cleveland
Mexico,1895,4,Democratic,Grover Cleveland
Great Britain,1895,11,Democratic,Grover Cleveland
Spain,1895,3,Democratic,Grover Cleveland
France,1895,7,Democratic,Grover Cleveland
China,1895,7,Democratic,Grover Cleveland
Cuba,1895,3,Democratic,Grover Cleveland
Russia,1895,6,Democratic,Grover Cleveland
Japan,1895,6,Democratic,Grover Cleveland
Germany,1895,4,Democratic,Grover Cleveland
South Korea,1895,0,Democratic,Grover Cleveland
United Kingdom,1895,2,Democratic,Grover Cleveland
Iraq,1895,0,Democratic,Grover Cleveland
Philippines,1895,0,Democratic,Grover Cleveland
Nicaragua,1895,8,Democratic,Grover Cleveland
Afghanistan,1895,0,Democratic,Grover Cleveland
Canada,1895,0,Democratic,Grover Cleveland
Brazil,1895,2,Democratic,Grover Cleveland
Venezuela,1895,7,Democratic,Grover Cleveland
Iran,1895,0,Democratic,Grover Cleveland
Turkey,1895,4,Democratic,Grover Cleveland
Peru,1895,0,Democratic,Grover Cleveland
Vietnam,1895,0,Democratic,Grover Cleveland
Panama,1895,0,Democratic,Grover Cleveland
Italy,1895,0,Democratic,Grover Cleveland
Portugal,1895,0,Democratic,Grover Cleveland
Chile,1895,1,Democratic,Grover Cleveland
Austria,1895,0,Democratic,Grover Cleveland
Colombia,1895,0,Democratic,Grover Cleveland
Netherlands,1895,0,Democratic,Grover Cleveland
Denmark,1895,0,Democratic,Grover Cleveland
Israel,1895,0,Democratic,Grover Cleveland
Egypt,1895,0,Democratic,Grover Cleveland
Belgium,1895,1,Democratic,Grover Cleveland
Sweden,1895,0,Democratic,Grover Cleveland
Costa Rica,1895,0,Democratic,Grover Cleveland
Argentina,1895,2,Democratic,Grover Cleveland
Liberia,1895,0,Democratic,Grover Cleveland
Greece,1895,0,Democratic,Grover Cleveland
Poland,1895,0,Democratic,Grover Cleveland
Bolivia,1895,0,Democratic,Grover Cleveland
Honduras,1895,0,Democratic,Grover Cleveland
India,1895,0,Democratic,Grover Cleveland
Geneva,1895,0,Democratic,Grover Cleveland
Ecuador,1895,0,Democratic,Grover Cleveland
Pakistan,1895,0,Democratic,Grover Cleveland
The West Indies,1895,0,Democratic,Grover Cleveland
Libya,1895,0,Democratic,Grover Cleveland
Norway,1895,0,Democratic,Grover Cleveland
Prussia,1895,1,Democratic,Grover Cleveland
Australia,1895,0,Democratic,Grover Cleveland
Ukraine,1895,0,Democratic,Grover Cleveland
Hungary,1895,0,Democratic,Grover Cleveland
Lebanon,1895,0,Democratic,Grover Cleveland
North Korea,1895,0,Democratic,Grover Cleveland
Guatemala,1895,1,Democratic,Grover Cleveland
Haiti,1895,0,Democratic,Grover Cleveland
Switzerland,1895,0,Democratic,Grover Cleveland
Syria,1895,0,Democratic,Grover Cleveland
Morocco,1895,0,Democratic,Grover Cleveland
The Dominican Republic,1895,0,Democratic,Grover Cleveland
New Zealand,1895,0,Democratic,Grover Cleveland
Palestine,1895,0,Democratic,Grover Cleveland
Bulgaria,1895,0,Democratic,Grover Cleveland
Ireland,1895,0,Democratic,Grover Cleveland
Bosnia,1895,0,Democratic,Grover Cleveland
Armenia,1895,1,Democratic,Grover Cleveland
El Salvador,1895,0,Democratic,Grover Cleveland
Indonesia,1895,0,Democratic,Grover Cleveland
Kosovo,1895,0,Democratic,Grover Cleveland
Laos,1895,0,Democratic,Grover Cleveland
Nigeria,1895,0,Democratic,Grover Cleveland
Yemen,1895,0,Democratic,Grover Cleveland
Czechoslovakia,1895,0,Democratic,Grover Cleveland
Northern Ireland,1895,0,Democratic,Grover Cleveland
Somalia,1895,0,Democratic,Grover Cleveland
Uruguay,1895,0,Democratic,Grover Cleveland
Cambodia,1895,0,Democratic,Grover Cleveland
Saudi Arabia,1895,0,Democratic,Grover Cleveland
South Africa,1895,0,Democratic,Grover Cleveland
Yugoslavia,1895,0,Democratic,Grover Cleveland
Finland,1895,0,Democratic,Grover Cleveland
Thailand,1895,0,Democratic,Grover Cleveland
Jordan,1895,0,Democratic,Grover Cleveland
Kuwait,1895,0,Democratic,Grover Cleveland
Lithuania,1895,0,Democratic,Grover Cleveland
Sudan,1895,0,Democratic,Grover Cleveland
Taiwan,1895,0,Democratic,Grover Cleveland
United States of America,1896,42,Democratic,Grover Cleveland
Mexico,1896,0,Democratic,Grover Cleveland
Great Britain,1896,5,Democratic,Grover Cleveland
Spain,1896,28,Democratic,Grover Cleveland
France,1896,0,Democratic,Grover Cleveland
China,1896,0,Democratic,Grover Cleveland
Cuba,1896,12,Democratic,Grover Cleveland
Russia,1896,1,Democratic,Grover Cleveland
Japan,1896,2,Democratic,Grover Cleveland
Germany,1896,1,Democratic,Grover Cleveland
South Korea,1896,0,Democratic,Grover Cleveland
United Kingdom,1896,0,Democratic,Grover Cleveland
Iraq,1896,0,Democratic,Grover Cleveland
Philippines,1896,0,Democratic,Grover Cleveland
Nicaragua,1896,0,Democratic,Grover Cleveland
Afghanistan,1896,0,Democratic,Grover Cleveland
Canada,1896,0,Democratic,Grover Cleveland
Brazil,1896,0,Democratic,Grover Cleveland
Venezuela,1896,2,Democratic,Grover Cleveland
Iran,1896,0,Democratic,Grover Cleveland
Turkey,1896,5,Democratic,Grover Cleveland
Peru,1896,0,Democratic,Grover Cleveland
Vietnam,1896,0,Democratic,Grover Cleveland
Panama,1896,0,Democratic,Grover Cleveland
Italy,1896,1,Democratic,Grover Cleveland
Portugal,1896,1,Democratic,Grover Cleveland
Chile,1896,0,Democratic,Grover Cleveland
Austria,1896,0,Democratic,Grover Cleveland
Colombia,1896,0,Democratic,Grover Cleveland
Netherlands,1896,0,Democratic,Grover Cleveland
Denmark,1896,0,Democratic,Grover Cleveland
Israel,1896,0,Democratic,Grover Cleveland
Egypt,1896,0,Democratic,Grover Cleveland
Belgium,1896,0,Democratic,Grover Cleveland
Sweden,1896,1,Democratic,Grover Cleveland
Costa Rica,1896,0,Democratic,Grover Cleveland
Argentina,1896,0,Democratic,Grover Cleveland
Liberia,1896,0,Democratic,Grover Cleveland
Greece,1896,0,Democratic,Grover Cleveland
Poland,1896,0,Democratic,Grover Cleveland
Bolivia,1896,0,Democratic,Grover Cleveland
Honduras,1896,0,Democratic,Grover Cleveland
India,1896,0,Democratic,Grover Cleveland
Geneva,1896,0,Democratic,Grover Cleveland
Ecuador,1896,0,Democratic,Grover Cleveland
Pakistan,1896,0,Democratic,Grover Cleveland
The West Indies,1896,0,Democratic,Grover Cleveland
Libya,1896,0,Democratic,Grover Cleveland
Norway,1896,0,Democratic,Grover Cleveland
Prussia,1896,0,Democratic,Grover Cleveland
Australia,1896,0,Democratic,Grover Cleveland
Ukraine,1896,0,Democratic,Grover Cleveland
Hungary,1896,0,Democratic,Grover Cleveland
Lebanon,1896,0,Democratic,Grover Cleveland
North Korea,1896,0,Democratic,Grover Cleveland
Guatemala,1896,0,Democratic,Grover Cleveland
Haiti,1896,0,Democratic,Grover Cleveland
Switzerland,1896,0,Democratic,Grover Cleveland
Syria,1896,0,Democratic,Grover Cleveland
Morocco,1896,0,Democratic,Grover Cleveland
The Dominican Republic,1896,0,Democratic,Grover Cleveland
New Zealand,1896,0,Democratic,Grover Cleveland
Palestine,1896,0,Democratic,Grover Cleveland
Bulgaria,1896,0,Democratic,Grover Cleveland
Ireland,1896,1,Democratic,Grover Cleveland
Bosnia,1896,0,Democratic,Grover Cleveland
Armenia,1896,0,Democratic,Grover Cleveland
El Salvador,1896,0,Democratic,Grover Cleveland
Indonesia,1896,0,Democratic,Grover Cleveland
Kosovo,1896,0,Democratic,Grover Cleveland
Laos,1896,0,Democratic,Grover Cleveland
Nigeria,1896,0,Democratic,Grover Cleveland
Yemen,1896,0,Democratic,Grover Cleveland
Czechoslovakia,1896,0,Democratic,Grover Cleveland
Northern Ireland,1896,0,Democratic,Grover Cleveland
Somalia,1896,0,Democratic,Grover Cleveland
Uruguay,1896,0,Democratic,Grover Cleveland
Cambodia,1896,0,Democratic,Grover Cleveland
Saudi Arabia,1896,0,Democratic,Grover Cleveland
South Africa,1896,0,Democratic,Grover Cleveland
Yugoslavia,1896,0,Democratic,Grover Cleveland
Finland,1896,0,Democratic,Grover Cleveland
Thailand,1896,0,Democratic,Grover Cleveland
Jordan,1896,0,Democratic,Grover Cleveland
Kuwait,1896,0,Democratic,Grover Cleveland
Lithuania,1896,0,Democratic,Grover Cleveland
Sudan,1896,0,Democratic,Grover Cleveland
Taiwan,1896,0,Democratic,Grover Cleveland
United States of America,1897,48,Republican,William Mc Kinley
Mexico,1897,0,Republican,William Mc Kinley
Great Britain,1897,1,Republican,William Mc Kinley
Spain,1897,31,Republican,William Mc Kinley
France,1897,3,Republican,William Mc Kinley
China,1897,0,Republican,William Mc Kinley
Cuba,1897,27,Republican,William Mc Kinley
Russia,1897,1,Republican,William Mc Kinley
Japan,1897,3,Republican,William Mc Kinley
Germany,1897,0,Republican,William Mc Kinley
South Korea,1897,0,Republican,William Mc Kinley
United Kingdom,1897,2,Republican,William Mc Kinley
Iraq,1897,0,Republican,William Mc Kinley
Philippines,1897,0,Republican,William Mc Kinley
Nicaragua,1897,0,Republican,William Mc Kinley
Afghanistan,1897,0,Republican,William Mc Kinley
Canada,1897,1,Republican,William Mc Kinley
Brazil,1897,0,Republican,William Mc Kinley
Venezuela,1897,0,Republican,William Mc Kinley
Iran,1897,0,Republican,William Mc Kinley
Turkey,1897,0,Republican,William Mc Kinley
Peru,1897,0,Republican,William Mc Kinley
Vietnam,1897,0,Republican,William Mc Kinley
Panama,1897,0,Republican,William Mc Kinley
Italy,1897,0,Republican,William Mc Kinley
Portugal,1897,0,Republican,William Mc Kinley
Chile,1897,0,Republican,William Mc Kinley
Austria,1897,0,Republican,William Mc Kinley
Colombia,1897,0,Republican,William Mc Kinley
Netherlands,1897,0,Republican,William Mc Kinley
Denmark,1897,0,Republican,William Mc Kinley
Israel,1897,0,Republican,William Mc Kinley
Egypt,1897,0,Republican,William Mc Kinley
Belgium,1897,0,Republican,William Mc Kinley
Sweden,1897,0,Republican,William Mc Kinley
Costa Rica,1897,3,Republican,William Mc Kinley
Argentina,1897,0,Republican,William Mc Kinley
Liberia,1897,0,Republican,William Mc Kinley
Greece,1897,0,Republican,William Mc Kinley
Poland,1897,0,Republican,William Mc Kinley
Bolivia,1897,0,Republican,William Mc Kinley
Honduras,1897,3,Republican,William Mc Kinley
India,1897,0,Republican,William Mc Kinley
Geneva,1897,0,Republican,William Mc Kinley
Ecuador,1897,0,Republican,William Mc Kinley
Pakistan,1897,0,Republican,William Mc Kinley
The West Indies,1897,0,Republican,William Mc Kinley
Libya,1897,0,Republican,William Mc Kinley
Norway,1897,0,Republican,William Mc Kinley
Prussia,1897,0,Republican,William Mc Kinley
Australia,1897,0,Republican,William Mc Kinley
Ukraine,1897,0,Republican,William Mc Kinley
Hungary,1897,0,Republican,William Mc Kinley
Lebanon,1897,0,Republican,William Mc Kinley
North Korea,1897,0,Republican,William Mc Kinley
Guatemala,1897,0,Republican,William Mc Kinley
Haiti,1897,0,Republican,William Mc Kinley
Switzerland,1897,0,Republican,William Mc Kinley
Syria,1897,0,Republican,William Mc Kinley
Morocco,1897,0,Republican,William Mc Kinley
The Dominican Republic,1897,0,Republican,William Mc Kinley
New Zealand,1897,0,Republican,William Mc Kinley
Palestine,1897,0,Republican,William Mc Kinley
Bulgaria,1897,0,Republican,William Mc Kinley
Ireland,1897,0,Republican,William Mc Kinley
Bosnia,1897,0,Republican,William Mc Kinley
Armenia,1897,0,Republican,William Mc Kinley
El Salvador,1897,0,Republican,William Mc Kinley
Indonesia,1897,0,Republican,William Mc Kinley
Kosovo,1897,0,Republican,William Mc Kinley
Laos,1897,0,Republican,William Mc Kinley
Nigeria,1897,0,Republican,William Mc Kinley
Yemen,1897,0,Republican,William Mc Kinley
Czechoslovakia,1897,0,Republican,William Mc Kinley
Northern Ireland,1897,0,Republican,William Mc Kinley
Somalia,1897,0,Republican,William Mc Kinley
Uruguay,1897,0,Republican,William Mc Kinley
Cambodia,1897,0,Republican,William Mc Kinley
Saudi Arabia,1897,0,Republican,William Mc Kinley
South Africa,1897,0,Republican,William Mc Kinley
Yugoslavia,1897,0,Republican,William Mc Kinley
Finland,1897,0,Republican,William Mc Kinley
Thailand,1897,0,Republican,William Mc Kinley
Jordan,1897,0,Republican,William Mc Kinley
Kuwait,1897,0,Republican,William Mc Kinley
Lithuania,1897,0,Republican,William Mc Kinley
Sudan,1897,0,Republican,William Mc Kinley
Taiwan,1897,0,Republican,William Mc Kinley
United States of America,1898,95,Republican,William Mc Kinley
Mexico,1898,5,Republican,William Mc Kinley
Great Britain,1898,5,Republican,William Mc Kinley
Spain,1898,33,Republican,William Mc Kinley
France,1898,8,Republican,William Mc Kinley
China,1898,5,Republican,William Mc Kinley
Cuba,1898,44,Republican,William Mc Kinley
Russia,1898,1,Republican,William Mc Kinley
Japan,1898,3,Republican,William Mc Kinley
Germany,1898,6,Republican,William Mc Kinley
South Korea,1898,0,Republican,William Mc Kinley
United Kingdom,1898,0,Republican,William Mc Kinley
Iraq,1898,0,Republican,William Mc Kinley
Philippines,1898,14,Republican,William Mc Kinley
Nicaragua,1898,3,Republican,William Mc Kinley
Afghanistan,1898,0,Republican,William Mc Kinley
Canada,1898,1,Republican,William Mc Kinley
Brazil,1898,2,Republican,William Mc Kinley
Venezuela,1898,3,Republican,William Mc Kinley
Iran,1898,0,Republican,William Mc Kinley
Turkey,1898,3,Republican,William Mc Kinley
Peru,1898,2,Republican,William Mc Kinley
Vietnam,1898,0,Republican,William Mc Kinley
Panama,1898,0,Republican,William Mc Kinley
Italy,1898,3,Republican,William Mc Kinley
Portugal,1898,0,Republican,William Mc Kinley
Chile,1898,1,Republican,William Mc Kinley
Austria,1898,2,Republican,William Mc Kinley
Colombia,1898,3,Republican,William Mc Kinley
Netherlands,1898,1,Republican,William Mc Kinley
Denmark,1898,0,Republican,William Mc Kinley
Israel,1898,0,Republican,William Mc Kinley
Egypt,1898,0,Republican,William Mc Kinley
Belgium,1898,0,Republican,William Mc Kinley
Sweden,1898,0,Republican,William Mc Kinley
Costa Rica,1898,6,Republican,William Mc Kinley
Argentina,1898,2,Republican,William Mc Kinley
Liberia,1898,0,Republican,William Mc Kinley
Greece,1898,1,Republican,William Mc Kinley
Poland,1898,0,Republican,William Mc Kinley
Bolivia,1898,0,Republican,William Mc Kinley
Honduras,1898,0,Republican,William Mc Kinley
India,1898,0,Republican,William Mc Kinley
Geneva,1898,1,Republican,William Mc Kinley
Ecuador,1898,0,Republican,William Mc Kinley
Pakistan,1898,0,Republican,William Mc Kinley
The West Indies,1898,2,Republican,William Mc Kinley
Libya,1898,0,Republican,William Mc Kinley
Norway,1898,0,Republican,William Mc Kinley
Prussia,1898,0,Republican,William Mc Kinley
Australia,1898,0,Republican,William Mc Kinley
Ukraine,1898,0,Republican,William Mc Kinley
Hungary,1898,0,Republican,William Mc Kinley
Lebanon,1898,0,Republican,William Mc Kinley
North Korea,1898,0,Republican,William Mc Kinley
Guatemala,1898,0,Republican,William Mc Kinley
Haiti,1898,1,Republican,William Mc Kinley
Switzerland,1898,2,Republican,William Mc Kinley
Syria,1898,0,Republican,William Mc Kinley
Morocco,1898,0,Republican,William Mc Kinley
The Dominican Republic,1898,1,Republican,William Mc Kinley
New Zealand,1898,0,Republican,William Mc Kinley
Palestine,1898,0,Republican,William Mc Kinley
Bulgaria,1898,0,Republican,William Mc Kinley
Ireland,1898,0,Republican,William Mc Kinley
Bosnia,1898,0,Republican,William Mc Kinley
Armenia,1898,0,Republican,William Mc Kinley
El Salvador,1898,0,Republican,William Mc Kinley
Indonesia,1898,0,Republican,William Mc Kinley
Kosovo,1898,0,Republican,William Mc Kinley
Laos,1898,0,Republican,William Mc Kinley
Nigeria,1898,0,Republican,William Mc Kinley
Yemen,1898,0,Republican,William Mc Kinley
Czechoslovakia,1898,0,Republican,William Mc Kinley
Northern Ireland,1898,0,Republican,William Mc Kinley
Somalia,1898,0,Republican,William Mc Kinley
Uruguay,1898,2,Republican,William Mc Kinley
Cambodia,1898,0,Republican,William Mc Kinley
Saudi Arabia,1898,0,Republican,William Mc Kinley
South Africa,1898,0,Republican,William Mc Kinley
Yugoslavia,1898,0,Republican,William Mc Kinley
Finland,1898,0,Republican,William Mc Kinley
Thailand,1898,0,Republican,William Mc Kinley
Jordan,1898,0,Republican,William Mc Kinley
Kuwait,1898,0,Republican,William Mc Kinley
Lithuania,1898,0,Republican,William Mc Kinley
Sudan,1898,0,Republican,William Mc Kinley
Taiwan,1898,0,Republican,William Mc Kinley
United States of America,1899,82,Republican,William Mc Kinley
Mexico,1899,7,Republican,William Mc Kinley
Great Britain,1899,8,Republican,William Mc Kinley
Spain,1899,8,Republican,William Mc Kinley
France,1899,9,Republican,William Mc Kinley
China,1899,5,Republican,William Mc Kinley
Cuba,1899,22,Republican,William Mc Kinley
Russia,1899,4,Republican,William Mc Kinley
Japan,1899,5,Republican,William Mc Kinley
Germany,1899,8,Republican,William Mc Kinley
South Korea,1899,0,Republican,William Mc Kinley
United Kingdom,1899,2,Republican,William Mc Kinley
Iraq,1899,0,Republican,William Mc Kinley
Philippines,1899,15,Republican,William Mc Kinley
Nicaragua,1899,7,Republican,William Mc Kinley
Afghanistan,1899,0,Republican,William Mc Kinley
Canada,1899,2,Republican,William Mc Kinley
Brazil,1899,1,Republican,William Mc Kinley
Venezuela,1899,4,Republican,William Mc Kinley
Iran,1899,0,Republican,William Mc Kinley
Turkey,1899,4,Republican,William Mc Kinley
Peru,1899,1,Republican,William Mc Kinley
Vietnam,1899,0,Republican,William Mc Kinley
Panama,1899,0,Republican,William Mc Kinley
Italy,1899,4,Republican,William Mc Kinley
Portugal,1899,0,Republican,William Mc Kinley
Chile,1899,3,Republican,William Mc Kinley
Austria,1899,0,Republican,William Mc Kinley
Colombia,1899,2,Republican,William Mc Kinley
Netherlands,1899,0,Republican,William Mc Kinley
Denmark,1899,1,Republican,William Mc Kinley
Israel,1899,0,Republican,William Mc Kinley
Egypt,1899,0,Republican,William Mc Kinley
Belgium,1899,1,Republican,William Mc Kinley
Sweden,1899,0,Republican,William Mc Kinley
Costa Rica,1899,0,Republican,William Mc Kinley
Argentina,1899,2,Republican,William Mc Kinley
Liberia,1899,0,Republican,William Mc Kinley
Greece,1899,0,Republican,William Mc Kinley
Poland,1899,0,Republican,William Mc Kinley
Bolivia,1899,2,Republican,William Mc Kinley
Honduras,1899,1,Republican,William Mc Kinley
India,1899,0,Republican,William Mc Kinley
Geneva,1899,0,Republican,William Mc Kinley
Ecuador,1899,0,Republican,William Mc Kinley
Pakistan,1899,0,Republican,William Mc Kinley
The West Indies,1899,0,Republican,William Mc Kinley
Libya,1899,0,Republican,William Mc Kinley
Norway,1899,0,Republican,William Mc Kinley
Prussia,1899,1,Republican,William Mc Kinley
Australia,1899,0,Republican,William Mc Kinley
Ukraine,1899,0,Republican,William Mc Kinley
Hungary,1899,0,Republican,William Mc Kinley
Lebanon,1899,0,Republican,William Mc Kinley
North Korea,1899,0,Republican,William Mc Kinley
Guatemala,1899,0,Republican,William Mc Kinley
Haiti,1899,0,Republican,William Mc Kinley
Switzerland,1899,0,Republican,William Mc Kinley
Syria,1899,0,Republican,William Mc Kinley
Morocco,1899,0,Republican,William Mc Kinley
The Dominican Republic,1899,0,Republican,William Mc Kinley
New Zealand,1899,0,Republican,William Mc Kinley
Palestine,1899,0,Republican,William Mc Kinley
Bulgaria,1899,0,Republican,William Mc Kinley
Ireland,1899,0,Republican,William Mc Kinley
Bosnia,1899,0,Republican,William Mc Kinley
Armenia,1899,0,Republican,William Mc Kinley
El Salvador,1899,0,Republican,William Mc Kinley
Indonesia,1899,0,Republican,William Mc Kinley
Kosovo,1899,0,Republican,William Mc Kinley
Laos,1899,0,Republican,William Mc Kinley
Nigeria,1899,0,Republican,William Mc Kinley
Yemen,1899,0,Republican,William Mc Kinley
Czechoslovakia,1899,0,Republican,William Mc Kinley
Northern Ireland,1899,0,Republican,William Mc Kinley
Somalia,1899,0,Republican,William Mc Kinley
Uruguay,1899,0,Republican,William Mc Kinley
Cambodia,1899,0,Republican,William Mc Kinley
Saudi Arabia,1899,0,Republican,William Mc Kinley
South Africa,1899,0,Republican,William Mc Kinley
Yugoslavia,1899,0,Republican,William Mc Kinley
Finland,1899,0,Republican,William Mc Kinley
Thailand,1899,0,Republican,William Mc Kinley
Jordan,1899,0,Republican,William Mc Kinley
Kuwait,1899,0,Republican,William Mc Kinley
Lithuania,1899,0,Republican,William Mc Kinley
Sudan,1899,0,Republican,William Mc Kinley
Taiwan,1899,0,Republican,William Mc Kinley
United States of America,1900,59,Republican,William Mc Kinley
Mexico,1900,4,Republican,William Mc Kinley
Great Britain,1900,5,Republican,William Mc Kinley
Spain,1900,11,Republican,William Mc Kinley
France,1900,9,Republican,William Mc Kinley
China,1900,35,Republican,William Mc Kinley
Cuba,1900,14,Republican,William Mc Kinley
Russia,1900,2,Republican,William Mc Kinley
Japan,1900,4,Republican,William Mc Kinley
Germany,1900,5,Republican,William Mc Kinley
South Korea,1900,0,Republican,William Mc Kinley
United Kingdom,1900,1,Republican,William Mc Kinley
Iraq,1900,0,Republican,William Mc Kinley
Philippines,1900,16,Republican,William Mc Kinley
Nicaragua,1900,3,Republican,William Mc Kinley
Afghanistan,1900,0,Republican,William Mc Kinley
Canada,1900,0,Republican,William Mc Kinley
Brazil,1900,2,Republican,William Mc Kinley
Venezuela,1900,0,Republican,William Mc Kinley
Iran,1900,0,Republican,William Mc Kinley
Turkey,1900,0,Republican,William Mc Kinley
Peru,1900,1,Republican,William Mc Kinley
Vietnam,1900,0,Republican,William Mc Kinley
Panama,1900,0,Republican,William Mc Kinley
Italy,1900,3,Republican,William Mc Kinley
Portugal,1900,3,Republican,William Mc Kinley
Chile,1900,0,Republican,William Mc Kinley
Austria,1900,0,Republican,William Mc Kinley
Colombia,1900,1,Republican,William Mc Kinley
Netherlands,1900,0,Republican,William Mc Kinley
Denmark,1900,2,Republican,William Mc Kinley
Israel,1900,0,Republican,William Mc Kinley
Egypt,1900,0,Republican,William Mc Kinley
Belgium,1900,1,Republican,William Mc Kinley
Sweden,1900,1,Republican,William Mc Kinley
Costa Rica,1900,1,Republican,William Mc Kinley
Argentina,1900,1,Republican,William Mc Kinley
Liberia,1900,0,Republican,William Mc Kinley
Greece,1900,0,Republican,William Mc Kinley
Poland,1900,0,Republican,William Mc Kinley
Bolivia,1900,2,Republican,William Mc Kinley
Honduras,1900,0,Republican,William Mc Kinley
India,1900,0,Republican,William Mc Kinley
Geneva,1900,0,Republican,William Mc Kinley
Ecuador,1900,1,Republican,William Mc Kinley
Pakistan,1900,0,Republican,William Mc Kinley
The West Indies,1900,0,Republican,William Mc Kinley
Libya,1900,0,Republican,William Mc Kinley
Norway,1900,2,Republican,William Mc Kinley
Prussia,1900,1,Republican,William Mc Kinley
Australia,1900,0,Republican,William Mc Kinley
Ukraine,1900,0,Republican,William Mc Kinley
Hungary,1900,0,Republican,William Mc Kinley
Lebanon,1900,0,Republican,William Mc Kinley
North Korea,1900,0,Republican,William Mc Kinley
Guatemala,1900,1,Republican,William Mc Kinley
Haiti,1900,1,Republican,William Mc Kinley
Switzerland,1900,0,Republican,William Mc Kinley
Syria,1900,0,Republican,William Mc Kinley
Morocco,1900,0,Republican,William Mc Kinley
The Dominican Republic,1900,2,Republican,William Mc Kinley
New Zealand,1900,0,Republican,William Mc Kinley
Palestine,1900,0,Republican,William Mc Kinley
Bulgaria,1900,0,Republican,William Mc Kinley
Ireland,1900,0,Republican,William Mc Kinley
Bosnia,1900,0,Republican,William Mc Kinley
Armenia,1900,1,Republican,William Mc Kinley
El Salvador,1900,0,Republican,William Mc Kinley
Indonesia,1900,0,Republican,William Mc Kinley
Kosovo,1900,0,Republican,William Mc Kinley
Laos,1900,0,Republican,William Mc Kinley
Nigeria,1900,0,Republican,William Mc Kinley
Yemen,1900,0,Republican,William Mc Kinley
Czechoslovakia,1900,0,Republican,William Mc Kinley
Northern Ireland,1900,0,Republican,William Mc Kinley
Somalia,1900,0,Republican,William Mc Kinley
Uruguay,1900,0,Republican,William Mc Kinley
Cambodia,1900,0,Republican,William Mc Kinley
Saudi Arabia,1900,0,Republican,William Mc Kinley
South Africa,1900,1,Republican,William Mc Kinley
Yugoslavia,1900,0,Republican,William Mc Kinley
Finland,1900,0,Republican,William Mc Kinley
Thailand,1900,0,Republican,William Mc Kinley
Jordan,1900,0,Republican,William Mc Kinley
Kuwait,1900,0,Republican,William Mc Kinley
Lithuania,1900,0,Republican,William Mc Kinley
Sudan,1900,0,Republican,William Mc Kinley
Taiwan,1900,0,Republican,William Mc Kinley
United States of America,1901,36,Republican,Theodore Roosevelt
Mexico,1901,5,Republican,Theodore Roosevelt
Great Britain,1901,1,Republican,Theodore Roosevelt
Spain,1901,2,Republican,Theodore Roosevelt
France,1901,0,Republican,Theodore Roosevelt
China,1901,16,Republican,Theodore Roosevelt
Cuba,1901,7,Republican,Theodore Roosevelt
Russia,1901,0,Republican,Theodore Roosevelt
Japan,1901,0,Republican,Theodore Roosevelt
Germany,1901,2,Republican,Theodore Roosevelt
South Korea,1901,0,Republican,Theodore Roosevelt
United Kingdom,1901,0,Republican,Theodore Roosevelt
Iraq,1901,0,Republican,Theodore Roosevelt
Philippines,1901,16,Republican,Theodore Roosevelt
Nicaragua,1901,0,Republican,Theodore Roosevelt
Afghanistan,1901,0,Republican,Theodore Roosevelt
Canada,1901,0,Republican,Theodore Roosevelt
Brazil,1901,0,Republican,Theodore Roosevelt
Venezuela,1901,0,Republican,Theodore Roosevelt
Iran,1901,0,Republican,Theodore Roosevelt
Turkey,1901,0,Republican,Theodore Roosevelt
Peru,1901,0,Republican,Theodore Roosevelt
Vietnam,1901,0,Republican,Theodore Roosevelt
Panama,1901,0,Republican,Theodore Roosevelt
Italy,1901,1,Republican,Theodore Roosevelt
Portugal,1901,0,Republican,Theodore Roosevelt
Chile,1901,0,Republican,Theodore Roosevelt
Austria,1901,0,Republican,Theodore Roosevelt
Colombia,1901,0,Republican,Theodore Roosevelt
Netherlands,1901,0,Republican,Theodore Roosevelt
Denmark,1901,0,Republican,Theodore Roosevelt
Israel,1901,0,Republican,Theodore Roosevelt
Egypt,1901,0,Republican,Theodore Roosevelt
Belgium,1901,0,Republican,Theodore Roosevelt
Sweden,1901,0,Republican,Theodore Roosevelt
Costa Rica,1901,0,Republican,Theodore Roosevelt
Argentina,1901,0,Republican,Theodore Roosevelt
Liberia,1901,0,Republican,Theodore Roosevelt
Greece,1901,0,Republican,Theodore Roosevelt
Poland,1901,0,Republican,Theodore Roosevelt
Bolivia,1901,0,Republican,Theodore Roosevelt
Honduras,1901,0,Republican,Theodore Roosevelt
India,1901,0,Republican,Theodore Roosevelt
Geneva,1901,0,Republican,Theodore Roosevelt
Ecuador,1901,0,Republican,Theodore Roosevelt
Pakistan,1901,0,Republican,Theodore Roosevelt
The West Indies,1901,1,Republican,Theodore Roosevelt
Libya,1901,0,Republican,Theodore Roosevelt
Norway,1901,0,Republican,Theodore Roosevelt
Prussia,1901,0,Republican,Theodore Roosevelt
Australia,1901,0,Republican,Theodore Roosevelt
